product_id,name,category,price,stock,num_reviews,avg_rating,created_at
6a1856198db103285a259ce5,Arsenal adidas 26/27 Home Beanie,Phụ kiện,736000,19,3,4.67,2026-05-28T14:50:01.698Z
6a1856198db103285a259ceb,Arsenal adidas 25/26 Away Mini Kit,Áo đấu,1600000,25,9,4.22,2026-05-28T14:50:01.701Z
6a1856198db103285a259cf1,Arsenal adidas Kids 25/26 Away Shirt,Áo đấu,1920000,21,9,4.22,2026-05-28T14:50:01.704Z
6a1856198db103285a259cfa,Arsenal adidas 25/26 Away Shorts,Quần,1216000,30,9,4.22,2026-05-28T14:50:01.708Z
6a1856198db103285a259cfd,Arsenal adidas 25/26 Authentic Alternate Away Shorts,Quần,1440000,19,9,4.22,2026-05-28T14:50:01.709Z
6a1856198db103285a259d03,Arsenal adidas Kids 25/26 Third Shirt,Áo đấu,1920000,25,9,4.22,2026-05-28T14:50:01.712Z
6a1856198db103285a259d06,Arsenal adidas 25/26 Third Shorts,Quần,1216000,16,10,4.30,2026-05-28T14:50:01.713Z
6a1856198db103285a259d09,Arsenal adidas 25/26 Third Mini Kit,Áo đấu,1600000,29,10,4.30,2026-05-28T14:50:01.715Z
6a1856198db103285a259d0c,Arsenal 25/26 Third Goalkeeper Shirt,Áo đấu,1632000,13,10,4.30,2026-05-28T14:50:01.716Z
6a1856198db103285a259d0f,Arsenal adidas Kids 25/26 Third Shorts,Quần,960000,28,9,4.22,2026-05-28T14:50:01.718Z
6a1856198db103285a259d12,Arsenal adidas 25/26 Third Authentic Alternate Shorts,Quần,1440000,11,10,4.30,2026-05-28T14:50:01.719Z
6a1856198db103285a259d15,Arsenal adidas Kids 25/26 Third Goalkeeper Shirt,Áo đấu,1920000,17,9,4.22,2026-05-28T14:50:01.721Z
6a1856198db103285a259d18,Arsenal adidas 25/26 Third Socks,Phụ kiện,640000,21,10,4.30,2026-05-28T14:50:01.722Z
6a18590b2bc10bb7e5e8643c,Arsenal adidas 26/27 Authentic Home Shirt,Áo đấu,3840000,15,3,4.67,2026-05-28T15:02:35.830Z
6a18590b2bc10bb7e5e86443,Arsenal adidas 26/27 Home Shirt,Áo đấu,2720000,17,3,4.67,2026-05-28T15:02:35.844Z
6a18590b2bc10bb7e5e86446,Arsenal adidas Womens 26/27 Home Shirt,Áo đấu,2720000,17,3,4.67,2026-05-28T15:02:35.846Z
6a18590b2bc10bb7e5e86449,Arsenal adidas Kids 26/27 Home Shirt,Áo đấu,1920000,10,9,4.22,2026-05-28T15:02:35.848Z
6a18590b2bc10bb7e5e8645a,Arsenal adidas 26/27 Home Shorts,Quần,1216000,13,9,4.22,2026-05-28T15:02:35.865Z
6a18590b2bc10bb7e5e86463,Arsenal adidas 26/27 Home Socks,Phụ kiện,640000,23,9,4.22,2026-05-28T15:02:35.874Z
6a18590b2bc10bb7e5e86474,Arsenal adidas 26/27 Home Black Backpack,Phụ kiện,1280000,30,3,4.67,2026-05-28T15:02:35.891Z
6a18590b2bc10bb7e5e86479,Arsenal adidas 26/27 Home Football Size 5,Phụ kiện,640000,13,3,4.67,2026-05-28T15:02:35.896Z
6a18590b2bc10bb7e5e86480,Arsenal adidas 26/27 Red Home Cap,Phụ kiện,640000,18,9,4.56,2026-05-28T15:02:35.908Z
6a18590b2bc10bb7e5e86483,Arsenal adidas 26/27 White Home Cap,Phụ kiện,640000,16,9,4.56,2026-05-28T15:02:35.911Z
6a18590b2bc10bb7e5e8648c,Arsenal adidas 25/26 Away Shirt,Áo đấu,2720000,14,9,4.22,2026-05-28T15:02:35.920Z
6a18590b2bc10bb7e5e86491,Arsenal adidas 25/26 Authentic Away Shirt,Áo đấu,3840000,17,9,4.22,2026-05-28T15:02:35.925Z
6a18590b2bc10bb7e5e86496,Arsenal adidas Kids 25/26 Away Shorts,Quần,960000,23,9,4.22,2026-05-28T15:02:35.929Z
6a18590b2bc10bb7e5e86499,Arsenal adidas Kids 25/26 Away Socks,Phụ kiện,512000,15,9,4.22,2026-05-28T15:02:35.931Z
6a18590b2bc10bb7e5e864a0,Arsenal adidas 25/26 Third Shirt,Áo đấu,2720000,18,10,4.30,2026-05-28T15:02:35.938Z
